"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","PavedDrive","MoSold","YrSold","SalePrice"
90,"RL",11600,"Reg","Lvl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","Rec","Unf",662,1105,"GasA","TA","Y","FuseA",1105,1169,0,2274,0,0,2,0,5,2,4,12,"Typ",0,"Detchd",2,480,"TA","Y",1,2010,154300
20,"RL",9286,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,1989,"Gable","CompShg","HdBoard","Plywood","None",4,"TA","CBlock",3,"Gd","ALQ","Unf",1072,1268,"GasA","TA","Y","SBrkr",1268,0,0,1268,0,0,1,1,3,1,3,5,"Typ",0,"Detchd",1,252,"TA","Y",10,2009,143500
30,"RM",6120,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","BrkTil",4,"TA","Rec","Unf",279,768,"GasA","TA","N","SBrkr",1015,0,0,1015,0,0,1,0,3,1,4,6,"Min1",0,"Detchd",1,450,"TA","Y",7,2006,88000
90,"RH",6270,"Reg","HLS","Crawfor","Norm","Norm","Duplex","2Story",5,6,1949,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","BLQ","Unf",717,1001,"GasA","TA","N","FuseA",1001,1001,0,2002,0,0,2,0,4,2,4,8,"Typ",0,"2Types",3,871,"TA","Y",8,2007,145000
160,"FV",3000,"Reg","Lvl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","GLQ","Unf",318,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,3,4,"Typ",0,"Detchd",2,528,"TA","Y",6,2009,173733
160,"RM",2001,"Reg","Lvl","MeadowV","Norm","Norm","Twnhs","2Story",4,5,1970,1970,"Gable","CompShg","CemntBd","CmentBd","BrkFace",4,"TA","CBlock",4,"TA","Unf","Unf",546,546,"GasA","Fa","Y","SBrkr",546,546,0,1092,0,0,1,1,3,1,4,6,"Typ",0,"Attchd",1,286,"TA","Y",1,2007,75000
20,"C (all)",9000,"Reg","Lvl","IDOTRR","Norm","Norm","1Fam","1Story",2,3,1949,1950,"Gable","CompShg","AsbShng","AsbShng","None",4,"TA","CBlock",4,"TA","BLQ","Unf",430,480,"GasA","TA","N","FuseA",480,0,0,480,1,0,0,0,1,1,4,4,"Typ",0,"Detchd",1,308,"TA","Y",10,2006,35311
20,"RL",17140,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1Story",4,6,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",4,"TA","ALQ","Unf",75,1134,"GasA","Ex","Y","FuseA",1229,0,0,1229,0,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,284,"TA","Y",4,2009,135000
60,"RL",13125,"IR1","Lvl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1991,1991,"Gable","CompShg","HdBoard","HdBoard","None",3,"TA","PConc",1,"TA","BLQ","GLQ",422,1104,"GasA","Ex","Y","SBrkr",912,1215,0,2127,1,0,2,1,4,1,3,8,"Typ",1,"Attchd",3,833,"TA","Y",11,2007,238000
20,"RL",11029,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",6,8,1958,2002,"Hip","CompShg","MetalSd","MetalSd","None",1,"TA","CBlock",3,"TA","ALQ","BLQ",245,1184,"GasA","Ex","Y","SBrkr",1414,0,0,1414,1,0,1,0,3,1,4,6,"Min1",1,"Attchd",2,601,"TA","Y",5,2008,176500
60,"RL",8462,"IR1","Lvl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1994,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",3,"Gd","PConc",3,"Gd","GLQ","Unf",114,928,"GasA","Ex","Y","SBrkr",936,785,0,1721,0,1,2,1,3,1,3,7,"Typ",0,"Attchd",2,471,"TA","Y",7,2007,201000
90,"RL",8777,"Reg","Lvl","Edwards","Feedr","Norm","Duplex","1.5Fin",5,7,1900,2003,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","ALQ","Unf",188,1272,"GasA","Gd","Y","SBrkr",1272,928,0,2200,2,0,2,2,4,2,4,9,"Typ",0,NA,0,0,NA,"N",9,2008,145900
20,"RL",10237,"Reg","Lvl","Gilbert","RRAn","Norm","1Fam","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",1288,1316,"GasA","Ex","Y","SBrkr",1316,0,0,1316,0,0,2,0,3,1,3,6,"Typ",1,"Attchd",2,397,"TA","Y",10,2006,169990
120,"RL",8012,"Reg","Lvl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1994,"Gable","CompShg","Plywood","Plywood","None",3,"TA","PConc",3,"TA","LwQ","GLQ",598,1604,"GasA","Ex","Y","SBrkr",1617,0,0,1617,1,0,2,0,2,1,3,5,"Typ",1,"Attchd",2,533,"TA","Y",7,2008,193000
20,"RL",10240,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",4,"Gd","CBlock",3,"TA","BLQ","LwQ",0,1686,"GasA","TA","Y","SBrkr",1686,0,0,1686,1,0,2,0,3,1,4,7,"Typ",1,"Attchd",2,612,"TA","Y",5,2006,207500
20,"RL",15611,"IR1","Lvl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","ALQ","LwQ",266,1126,"GasA","TA","Y","SBrkr",1126,0,0,1126,0,1,2,0,3,1,1,6,"Typ",0,"Attchd",2,540,"TA","Y",3,2008,175000
60,"RL",11999,"Reg","Lvl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",1181,1181,"GasA","Ex","Y","SBrkr",1234,1140,0,2374,0,0,2,1,4,1,1,10,"Typ",1,"BuiltIn",3,656,"TA","Y",5,2007,285000
60,"RL",9900,"Reg","Lvl","NWAmes","Feedr","Norm","1Fam","2Story",7,5,1968,1968,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","BLQ","Unf",280,832,"GasA","Gd","Y","SBrkr",1098,880,0,1978,0,0,2,1,4,1,4,9,"Typ",1,"Attchd",2,486,"TA","Y",4,2008,176000
20,"RL",11838,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2001,2001,"Hip","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",1753,1753,"GasA","Ex","Y","SBrkr",1788,0,0,1788,0,0,2,0,3,1,1,7,"Typ",1,"Attchd",2,522,"TA","Y",6,2009,236500
60,"RL",13006,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1997,1997,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","PConc",3,"TA","Unf","Unf",964,964,"GasA","Gd","Y","SBrkr",993,1243,0,2236,0,0,2,1,4,1,3,8,"Typ",1,"BuiltIn",2,642,"TA","Y",11,2006,222000
20,"RL",8925,"IR1","HLS","Timber","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",1450,1466,"GasA","Ex","Y","SBrkr",1466,0,0,1466,0,0,2,0,3,1,3,7,"Typ",0,"Attchd",3,610,"TA","Y",7,2009,201000
20,"RL",9100,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",4,"TA","BLQ","Rec",121,925,"GasA","Ex","Y","SBrkr",925,0,0,925,0,1,1,0,2,1,4,5,"Typ",0,"Detchd",1,429,"TA","Y",7,2009,117500
20,"RL",11670,"IR1","Lvl","Somerst","RRNn","Norm","1Fam","1Story",9,5,2006,2006,"Hip","CompShg","VinylSd","ImStucc","Stone",1,"TA","PConc",1,"Gd","Unf","Unf",1905,1905,"GasA","Ex","Y","SBrkr",1905,0,0,1905,0,0,2,0,3,1,1,8,"Typ",1,"Attchd",3,788,"TA","Y",3,2007,320000
20,"RL",8487,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",1480,1500,"GasA","Ex","Y","SBrkr",1500,0,0,1500,0,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,570,"TA","Y",8,2009,190000
20,"RL",27650,"IR2","HLS","NAmes","PosA","Norm","1Fam","1Story",7,7,1960,2007,"Flat","Tar&Grv","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",3,"TA","GLQ","Unf",160,585,"GasA","Ex","Y","SBrkr",2069,0,0,2069,1,0,2,0,4,1,3,9,"Typ",1,"Attchd",2,505,"TA","Y",11,2008,242000
30,"RL",5825,"IR1","Lvl","BrkSide","Norm","Norm","1Fam","1Story",4,5,1926,1953,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"Gd","PConc",2,"TA","Unf","Unf",600,600,"GasA","Gd","Y","SBrkr",747,0,0,747,0,0,1,0,1,1,4,5,"Typ",0,"Detchd",2,528,"TA","Y",6,2006,79900
20,"RL",10083,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",NA,3,"TA","PConc",3,"TA","GLQ","Unf",343,1176,"GasA","Ex","Y","SBrkr",1200,0,0,1200,1,0,2,0,2,1,3,5,"Typ",0,"Attchd",2,555,"TA","Y",8,2009,184900
60,"RL",9675,"Reg","Lvl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",772,1113,"GasA","Ex","Y","SBrkr",1113,858,0,1971,0,0,2,1,3,1,3,8,"Typ",1,"Attchd",2,689,"TA","Y",2,2009,253000
60,"RL",8760,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"Gd","GLQ","Unf",927,1391,"GasA","Ex","Y","SBrkr",1391,571,0,1962,0,0,2,1,3,1,3,7,"Typ",0,"Attchd",3,868,"TA","Y",8,2006,239799
70,"RL",24090,"Reg","Lvl","ClearCr","Norm","Norm","1Fam","2Story",7,7,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"Gd","CBlock",4,"TA","Unf","Unf",1032,1032,"GasA","Ex","Y","SBrkr",1207,1196,0,2403,0,0,2,0,4,1,4,10,"Typ",2,"Attchd",1,349,"TA","Y",6,2010,244400
90,"RL",12640,"IR1","Lvl","Mitchel","Norm","Norm","Duplex","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",4,"TA","Rec","LwQ",396,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,0,0,2,0,4,2,4,8,"Typ",0,"Attchd",2,574,"TA","Y",7,2006,150900
60,"RL",8755,"IR1","Lvl","Gilbert","RRNn","Norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","ALQ","Unf",220,992,"GasA","Ex","Y","SBrkr",1022,1038,0,2060,1,0,2,1,3,1,3,8,"Typ",1,"BuiltIn",2,390,"TA","Y",6,2009,214000
90,"RL",7711,"IR1","Lvl","Edwards","Norm","Norm","Duplex","1Story",4,3,1977,1977,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","PConc",3,"TA","GLQ","Unf",0,1440,"GasA","TA","Y","SBrkr",1440,0,0,1440,2,0,2,0,4,2,4,8,"Typ",0,NA,0,0,NA,"N",8,2007,150000
90,"RL",25000,"Reg","Low","Mitchel","Norm","Norm","Duplex","1Story",5,4,1967,1967,"Gable","CompShg","HdBoard","Plywood","None",4,"TA","CBlock",4,"TA","Unf","Unf",1632,1632,"GasA","TA","Y","SBrkr",1632,0,0,1632,0,0,2,0,4,2,4,8,"Typ",0,"Attchd",2,576,"TA","P",6,2007,143000
20,"RL",14375,"IR1","Lvl","Timber","Norm","Norm","1Fam","SLvl",6,6,1958,1958,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","GLQ","Rec",354,819,"GasA","Gd","Y","FuseA",1344,0,0,1344,0,1,1,0,3,1,3,7,"Typ",1,"Basment",2,525,"TA","Y",1,2009,137500
50,"RM",8820,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1890,1996,"Hip","CompShg","VinylSd","VinylSd","None",4,"TA","BrkTil",4,"TA","LwQ","Unf",0,1088,"GasA","TA","Y","SBrkr",1188,561,120,1869,0,0,1,0,2,1,4,7,"Typ",0,"Detchd",2,456,"TA","Y",9,2009,124900
80,"RL",8163,"Reg","Lvl","NAmes","Norm","Norm","1Fam","SLvl",5,6,1959,1959,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"Gd","CBlock",4,"TA","ALQ","BLQ",102,1144,"GasA","TA","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,4,6,"Typ",1,"Attchd",1,796,"TA","Y",3,2006,143000
20,"RL",14536,"Reg","Lvl","Timber","Norm","Norm","1Fam","1Story",8,5,2002,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",316,1616,"GasA","Ex","Y","SBrkr",1629,0,0,1629,1,0,2,0,3,1,3,9,"Typ",1,"Attchd",3,808,"TA","Y",11,2007,270000
60,"RL",14006,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",936,936,"GasA","Ex","Y","SBrkr",936,840,0,1776,0,0,2,1,3,1,3,7,"Typ",1,"Attchd",2,474,"TA","Y",2,2006,192500
20,"RL",9360,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1972,2006,"Hip","CompShg","Plywood","Plywood","None",4,"TA","CBlock",4,"TA","ALQ","Unf",179,1161,"GasA","TA","Y","SBrkr",1381,0,0,1381,1,0,1,1,3,1,3,5,"Typ",1,"Attchd",2,676,"TA","Y",3,2010,197500
20,"RL",7200,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,8,1950,2002,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",4,"TA","ALQ","BLQ",317,864,"GasA","Gd","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,3,5,"Typ",0,"Detchd",2,720,"TA","Y",7,2007,129000
20,"RH",7800,"Reg","Lvl","SawyerW","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","CBlock",4,"TA","BLQ","Unf",187,828,"GasA","Gd","Y","SBrkr",965,0,0,965,1,0,1,0,3,1,4,6,"Typ",0,"Detchd",1,300,"TA","Y",7,2006,119900
85,"RL",7200,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","SFoyer",5,8,1972,2003,"Gable","CompShg","WdShing","HdBoard","None",4,"Gd","CBlock",3,"TA","GLQ","Unf",108,768,"GasA","Gd","Y","SBrkr",768,0,0,768,0,1,1,0,2,1,4,5,"Typ",0,"Detchd",1,396,"TA","Y",4,2009,133900
60,"RL",11075,"IR1","Lvl","Mitchel","Norm","Norm","1Fam","2Story",5,4,1969,1969,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","ALQ","LwQ",29,784,"GasA","Ex","Y","SBrkr",1168,800,0,1968,0,1,2,1,4,1,4,7,"Min2",1,"Attchd",2,530,"TA","Y",9,2008,172000
90,"RL",9400,"IR1","Lvl","Edwards","Norm","Norm","Duplex","SFoyer",6,5,1975,1975,"Flat","Tar&Grv","WdShing","Plywood","BrkFace",4,"TA","CBlock",3,"Gd","GLQ","Unf",0,945,"GasA","TA","Y","SBrkr",980,0,0,980,0,2,2,0,4,0,4,4,"Typ",0,NA,0,0,NA,"Y",10,2006,127500
90,"RH",7136,"IR1","HLS","Crawfor","Norm","Norm","Duplex","2Story",6,6,1946,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",3,"TA","Rec","Unf",495,979,"GasA","TA","N","FuseF",979,979,0,1958,0,0,2,0,4,2,4,8,"Typ",0,"Attchd",2,492,"TA","Y",8,2007,145000
160,"RM",1300,"Reg","Lvl","Blueste","Norm","Norm","TwnhsE","2Story",6,6,1980,1980,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",3,"TA","ALQ","Unf",276,561,"GasA","TA","Y","SBrkr",561,668,0,1229,0,0,1,1,2,1,4,5,"Typ",1,"Attchd",2,462,"TA","Y",5,2009,124000
20,"RL",7420,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Hip","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Rec","Unf",640,1057,"GasA","TA","Y","SBrkr",1057,0,0,1057,0,0,1,0,3,1,4,6,"Typ",0,"Detchd",2,576,"TA","Y",4,2007,132000
20,"RL",8450,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",638,1337,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,531,"TA","Y",10,2007,185000
160,"FV",2572,"Reg","Lvl","Somerst","Norm","Norm","Twnhs","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","None",3,"TA","PConc",3,"TA","ALQ","Unf",92,696,"GasA","Ex","Y","SBrkr",696,720,0,1416,1,0,2,1,3,1,3,6,"Typ",0,"Detchd",2,484,"TA","Y",5,2010,155000
20,"RL",7207,"IR1","Lvl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1958,2008,"Gable","CompShg","Wd Sdng","Plywood","None",4,"Gd","CBlock",4,"TA","BLQ","Unf",162,858,"GasA","Gd","Y","SBrkr",858,0,0,858,1,0,1,0,2,1,4,4,"Typ",0,NA,0,0,NA,"Y",2,2010,116500
60,"RL",12227,"IR1","Lvl","NWAmes","PosN","Norm","1Fam","2Story",6,7,1977,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"Gd","CBlock",3,"Gd","ALQ","Unf",434,1330,"GasA","TA","Y","SBrkr",1542,1330,0,2872,1,0,2,1,4,1,4,11,"Typ",1,"Attchd",2,619,"TA","Y",7,2008,272000
160,"RL",2308,"Reg","Lvl","NPkVill","Norm","Norm","TwnhsE","2Story",6,6,1976,1976,"Gable","CompShg","Plywood","Brk Cmn","None",4,"TA","CBlock",3,"TA","ALQ","Unf",248,804,"GasA","TA","Y","SBrkr",804,744,0,1548,1,0,2,1,3,1,3,7,"Typ",1,"Detchd",2,440,"TA","Y",7,2007,155000
20,"RL",11923,"IR1","Lvl","CollgCr","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",1,"TA","Unf","Unf",1800,1800,"GasA","Ex","Y","SBrkr",1800,0,0,1800,0,0,2,0,2,1,1,7,"Typ",0,"Attchd",2,702,"TA","Y",5,2009,239000
60,"RL",11316,"Reg","Lvl","Timber","Norm","Norm","1Fam","2Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",193,817,"GasA","Ex","Y","SBrkr",824,1070,0,1894,1,0,2,1,4,1,3,8,"Typ",1,"BuiltIn",2,510,"TA","Y",2,2010,214900
60,"RL",10237,"Reg","Lvl","Gilbert","RRAn","Norm","1Fam","2Story",6,5,2005,2007,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",783,783,"GasA","Ex","Y","SBrkr",783,701,0,1484,0,0,2,1,3,1,3,8,"Typ",1,"Attchd",2,393,"TA","Y",7,2007,178900
50,"RL",9600,"IR1","HLS","Crawfor","Norm","Norm","1Fam","1.5Fin",5,7,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",3,"Gd","BrkTil",4,"Fa","Rec","Unf",300,728,"GasA","Ex","Y","SBrkr",976,332,0,1308,1,0,1,1,2,1,4,7,"Min2",2,"Detchd",1,256,"TA","Y",6,2009,160000
20,"RL",7390,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",196,1098,"GasA","TA","Y","SBrkr",1098,0,0,1098,1,0,1,0,3,1,4,6,"Typ",0,"Attchd",1,260,"TA","Y",7,2008,135000
50,"RM",5925,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1.5Fin",3,6,1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","BrkTil",4,"TA","Unf","Unf",600,600,"Grav","Fa","N","SBrkr",600,368,0,968,0,0,1,0,2,1,4,6,"Typ",0,NA,0,0,NA,"Y",5,2009,37900
190,"RL",10382,"Reg","Lvl","NAmes","Norm","Norm","2fmCon","SLvl",6,5,1958,1958,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4,"Fa","CBlock",4,"TA","ALQ","Unf",75,588,"GasA","TA","Y","SBrkr",1095,0,0,1095,1,0,1,0,2,1,4,6,"Typ",0,"Attchd",1,264,"TA","Y",3,2006,140000
50,"RL",10800,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1.5Fin",4,4,1949,1950,"Gable","CompShg","AsbShng","AsbShng","None",4,"TA","CBlock",4,"TA","Unf","Unf",720,720,"GasA","TA","N","FuseA",720,472,0,1192,0,0,1,1,4,1,4,6,"Typ",0,NA,0,0,NA,"Y",12,2006,135000
160,"RL",2268,"Reg","Lvl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",3,"TA","PConc",3,"TA","GLQ","Unf",197,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,0,0,2,0,2,1,3,6,"Typ",0,"BuiltIn",2,474,"TA","Y",7,2009,173000
120,"RL",7892,"Reg","Lvl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1979,1979,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",3,"TA","Unf","Unf",918,918,"GasA","TA","Y","SBrkr",918,0,0,918,0,0,2,0,2,1,4,5,"Typ",1,"Attchd",1,264,"TA","Y",4,2010,99500
20,"FV",11639,"Reg","Lvl","Somerst","Norm","Norm","1Fam","1Story",7,5,2007,2008,"Gable","CompShg","CemntBd","CmentBd",NA,3,"TA","PConc",3,"TA","Unf","Unf",1428,1428,"GasA","Ex","Y","SBrkr",1428,0,0,1428,0,0,2,0,3,1,3,6,"Typ",0,"Attchd",2,480,"TA","Y",12,2008,182000
70,"RL",11414,"IR1","Lvl","BrkSide","RRAn","Feedr","1Fam","2Story",7,8,1910,1993,"Gable","CompShg","HdBoard","HdBoard","None",4,"Gd","BrkTil",3,"TA","Unf","Unf",728,728,"GasA","TA","N","SBrkr",1136,883,0,2019,0,0,1,0,3,1,3,8,"Typ",0,"Detchd",2,532,"TA","Y",10,2009,167500
160,"FV",2651,"Reg","Lvl","Somerst","Norm","Norm","Twnhs","2Story",7,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","None",3,"TA","PConc",3,"TA","GLQ","Unf",32,673,"GasA","Ex","Y","SBrkr",673,709,0,1382,1,0,2,1,3,1,3,6,"Typ",0,"Detchd",2,490,"TA","Y",4,2006,165000
30,"RL",5900,"IR1","Bnk","BrkSide","Norm","Norm","1Fam","1Story",4,7,1923,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","PConc",3,"TA","Unf","Unf",440,440,"GasA","TA","Y","FuseA",869,0,0,869,0,0,1,0,2,1,2,4,"Typ",0,NA,0,0,NA,"Y",8,2006,85500
120,"FV",4274,"IR1","Lvl","Somerst","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd",NA,3,"TA","PConc",3,"TA","GLQ","Unf",135,1241,"GasA","Ex","Y","SBrkr",1241,0,0,1241,1,0,1,1,1,1,3,4,"Typ",0,"Attchd",2,569,"TA","Y",11,2007,199900
20,"RL",9450,"Reg","Bnk","Edwards","Norm","Norm","1Fam","1Story",4,5,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","LwQ","Unf",342,894,"GasA","Ex","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,4,5,"Typ",0,"Detchd",2,400,"TA","Y",5,2007,110000
20,"RL",8816,"Reg","Lvl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1963,1963,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",4,"TA","Rec","Unf",470,1121,"GasA","TA","Y","SBrkr",1121,0,0,1121,1,0,1,0,3,1,4,5,"Typ",0,"Detchd",2,480,"TA","Y",6,2009,139000
85,"RL",12122,"IR1","Lvl","NAmes","Norm","Norm","1Fam","SFoyer",7,9,1961,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",1,"TA","CBlock",4,"TA","ALQ","Unf",77,944,"GasA","Gd","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,1,6,"Typ",0,"Attchd",2,588,"TA","Y",7,2008,178400
60,"RL",12203,"IR1","Lvl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",371,1225,"GasA","Ex","Y","SBrkr",1276,1336,0,2612,1,0,2,1,4,1,3,8,"Typ",1,"Attchd",3,676,"TA","Y",7,2009,336000
20,"RL",3182,"Reg","Lvl","Blmngtn","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",1266,1266,"GasA","Ex","Y","SBrkr",1266,0,0,1266,0,0,2,0,2,1,3,6,"Typ",1,"Attchd",2,388,"TA","Y",3,2008,159895
60,"RL",11250,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","CemntBd","CmentBd","None",3,"TA","PConc",3,"TA","Unf","Unf",1128,1128,"GasA","Ex","Y","SBrkr",1149,1141,0,2290,0,0,2,1,4,1,3,9,"Typ",1,"Attchd",2,779,"TA","Y",5,2008,255900
